order,source,status,country_code,state_code,county_code,code,NAME_0,NAME_1,NAME_2,NAME_3,NAME_4,loc,loc.correct,latitude.gazetteer,longitude.gazetteer
42911,gbif_splink,145,,,,,Brazil,São Paulo,Cotia,reserva florestal do morro grande ( 79 ) | reserva florestal de morro grande ( 26 ) | reserva florestal do morro grande utm: 23k x=295710 y=7371318 975 msm ( 8 ) | reserva florestal do morro grande utm: 23k x=323840 y=7352799 750 msm ( 7 ) | reserva florestal do morro grande utm: 23k x=296429 y=7371542 950 msm ( 5 ) | reserva florestal do morro grande parcela q2 utm 23k x=296429 y=7371542 950 msm ( 4 ),,brazil_sao paulo_cotia_reserva florestal morro grande,,-23.66873398,-46.95605956
43372,gbif_splink,145,,,,,Brazil,São Paulo,São Paulo ( 4 ),parque ibirapuera sao paulo sp br ( 26 ) | parque ibirapuera sao paulo - sp brasil ( 15 ) | parque ibirapuera sao paulo - sp 04002-010 brasil ( 11 ) | parque ibirapuera ( 6 ) | parque do ibirapuera sao paulo - sp brasil ( 3 ) | parque ibirapuera parque antropico ( 2 ),,brazil_sao paulo_parque ibirapuera,,-23.540001,-46.630001
43370,gbif_splink,145,,,,,Brazil,São Paulo,,parque estadual de campos do jordao ( 22 ) | p e campos do jordao instituto florestal ( 4 ) | parque est de campos do jordao - instituto florestal ( 4 ) | parque estadual de campos de jordao ( 4 ) | parque estadual de campos de jordao (pinheiro seco) ( 4 ) | parque estadual de campos de jordao trilha do rio sapucai ( 2 ),,brazil_sao paulo_parque estadual campos jordao_parque estadual campos jordao,,,
42913,gbif_splink,144,,,,,Brazil,São Paulo,São Miguel Arcanjo,pecarlos botelho ( 141 ) | pecarlos botelho instituto florestal ( 1 ) | pecarlos botelho ribeirao branco ( 1 ) | pecarlos botelho trlha da represa ( 1 ),,brazil_sao paulo_sao miguel arcanjo_parque estadualcarlos botelho,,-23.89740519,-47.98269819
43373,gbif_splink,144,,,,,Brazil,São Paulo,,reserva florestal da bocaina ( 43 ) | reserva florestal da bocaina posses ( 9 ) | reserva florestal de bocaina ( 3 ) | reserva florestal da bocaina mais ou menos ( 2 ) | reserva florestal da bocaina mais ou menos 1300 msm posses ( 2 ) | reserva florestal da bocaina mais ou menos 1600m ( 2 ),,brazil_sao paulo_reserva florestal bocaina_reserva florestal bocaina,,,
42914,gbif_splink,143,,,,,Brazil,São Paulo,Campos do Jordão,pico do itapeva e arredores ( 131 ) | pico de itapeva e arredores +/- 2000 mgm ( 3 ) | pico do itapeva e arredores +/- 2000 msm campo rupestre ( 3 ) | pico de itapeva e arredores ( 2 ) | pico do itapeva e arredores campo rupestre ( 2 ) | pico do itapeva e arredores sao jose dos alpes ( 1 ),,brazil_sao paulo_campos jordao_pico itapeva e arredores,,-22.74757231,-45.50254225
42915,gbif_splink,143,,,,,Brazil,São Paulo,Pindorama,fazenda rocha ao lado da estacao do iac ( 79 ) | fazenda rocha ao lado da estacao do iac mata mesofila semidecidua secundaria ( 16 ) | fazenda rocha ( 13 ) | pindorama fazenda rocha ao lado da estacao do iac mata mesofila semidecidua secundaria ( 4 ) | fazenda rocha ao lado da estacao do iac estacao do iac ( 3 ) | fazenda rocha ao lado da estacao iac ( 3 ),,brazil_sao paulo_pindorama_fazenda rocha,,-21.21381268,-48.88492247
43375,gbif_splink,143,,,,,Brazil,São Paulo,São Paulo,cantareira horto botanico ( 23 ) | cantareira horto florestal ( 10 ) | cantareira cult no horto botanico ( 4 ) | cantareira cultivada no horto ( 4 ) | cantareira caminho da chapada ( 2 ) | cantareira caminho para a chapada ( 2 ),,brazil_sao paulo_sao paulo_cantareira,,-23.54158332,-46.63069188
43374,gbif_splink,143,,,,,Brazil,São Paulo,Tapiraí ( 69 ) | Miracatu ( 1 ),reserva da votorantim estrada entre a portaria e o alojamento 6-8 km da portaria ( 55 ) | reserva da votorantim estrada entre a portaria e o alojamento 6-8km da portaria ( 9 ) | reserva da votorantim (cba) estrada entre a portaria e o alojamento 6-8 km da portaria ( 1 ) | reserva da votorantim estrada entre a portaria e o alojamento ( 1 ) | reserva da votorantim; estrada entre a portaria e o alojamento 6-8km da portaria ( 1 ) | reserva do votorantim estrada entre a portaria e o alojamento 6-8km da portaria ( 1 ),,brazil_sao paulo_reserva votorantim,,-24.02499967,-47.4425
43377,gbif,142,,,,,Brazil,São Paulo,Areias,fazenda sao domingos acesso pelo km 237 da rodovia dos tropeiros (sp 068) ( 28 ) | fazenda sao domingos acesso pelo km 237 da rodovia dos tropeiros ( sp 068) borda de mata ( 4 ) | fazenda sao domingos acesso pelo km 237 da rodovia dos tropeiros (sp 068) interior de mata ( 4 ) | fazenda sao domingos acesso pelo km 237 da rodovia dos tropeiros (sp 068)  ( 3 ) | fazenda sao domingos acesso pelo km 237 da rodovia dos tropeiros (sp-068) ( 3 ) | fazenda sao domingos acesso pelo km 237 da rodovia dos tropeiros (sp068)  ( 3 ),,"brazil_sao paulo_areias_fazenda sao domingos, acesso pelo km 237 rodovia tropeiros",brazil_sao paulo_areias_fazenda sao domingos,-22.64048449,-44.72758185
43378,gbif,142,,,,,Brazil,São Paulo,Botucatu,floresta estadual de botucatu (feb) estrada municipal represa do rio pardo,,"brazil_sao paulo_botucatu_floresta estadual botucatu, estrada municipal represa rio pardo",,-22.934444,-48.458056
43379,gbif,142,,,,,Brazil,São Paulo,Campinas,fazenda guariroba,,brazil_sao paulo_campinas_fazenda guariroba,,,
43060,gbif_reflora_splink,142,,,,,Brazil,São Paulo,Campos do Jordão,parque da ferradura ( 65 ) | parque da ferradura (trilha do pinhao) ( 22 ) | parque da ferradura trilha do pinhao ( 11 ) | parque ferradura ( 9 ) | parque da ferradura mata riparia ( 4 ) | parque da ferradura mata riparia borda de mata ( 4 ),,brazil_sao paulo_campos jordao_parque ferradura,,-22.72581213,-45.52618775
42737,gbif_splink,142,,,,,Brazil,São Paulo,Ibiúna,bairro dos gabriel ( 148 ) | bairro gabriel ( 58 ) | bairro dos gabriel na cachoeira do rio pirai ( 21 ) | bairro dos gabriel ca 15 km da sp-250 na altura do km 63 a esquerda ( 6 ) | bairro dos gabriel ca 8 km a direita na sp-25 ( 3 ) | bairro gabriel km 63 da sp-55 ( 2 ),NA,brazil_sao paulo_ibiuna_bairro gabriel,,-23.65615148,-47.22240706
42916,gbif_splink,142,,,,,Brazil,São Paulo,Nova Odessa,jardim botanico plantarum ( 122 ) | jardim botanico plantarum area de estacionamento ( 9 ) | jardim botanico plantarum - coletado no inicio do jardim de reaproveitamento de residuos de construcao civil cultivada origem guatemala ( 1 ) | jardim botanico plantarum - coletado no jardim de cactaceae brasileiras cultivada origem morro do chapeu - ba ( 1 ) | jardim botanico plantarum - coletado no jardim de cactaceae brasileiras cultivada origem norte de mg e sul da ba ( 1 ) | jardim botanico plantarum - coletado no jardim de cactaceae brasileiras cultivada origem rj ( 1 ),,brazil_sao paulo_nova odessa_jardim botanico plantarum,,-22.78023225,-47.28963999
42917,gbif_splink,142,,,,,Brazil,São Paulo,São Paulo ( 7 ) | nativa no jardim botanico ( 1 ),nativa no jardim botanico ( 66 ) | estado de sao paulo: sao paulo agua funda nativa no jardim botanico ( 16 ) | estado de sao paulo: sao paulo (capital) nativa no jardim botanico ( 10 ) | estado de sao paulo: sao paulo nativa no jardim botanico ( 9 ) | estado de sao paulo agua funda nativa no jardim botanico ( 8 ) | nativa no jardim botanico (parque do estado) ( 6 ),,brazil_sao paulo_nativa no jardim botanico,,-22.35381337,-48.596782
42918,splink,142,,,,,Brazil,São Paulo,Ubatuba,peserra do mar picinguaba ( 141 ) | peserra do mar picinguaba trilha do corisco ( 1 ),,brazil_sao paulo_ubatuba_parque estadual serra mar picinguaba,,-23.43,-45.07
43381,gbif_splink,141,,,,,Brazil,São Paulo,Cananéia,ilha do cardoso estrada da captacao ( 61 ) | ilha do cardoso estrada captacao ( 1 ) | ilha do cardoso estrada da captacao margens do rio pereque ( 1 ) | ilha do cardoso estrada da captacao poste 1 ( 1 ) | ilha do cardoso estrada da captacao proximo ao antigo gerador ( 1 ) | ilha do cardoso estrada de captacao ( 1 ),,brazil_sao paulo_cananeia_estrada captacao,,-25.0147,-47.9267
43382,gbif_splink,141,,,,,Brazil,São Paulo,Cunha,estrada real entre paraty e cunha mata atlantica beira de estrada ( 18 ) | estrada real quase na intersecao do rodovia paraty-cunha ( 10 ) | estrada real aera queimada na beira da estrada ( 6 ) | estrada real barranco a beira da estrada parcialmente antropizado cerrado fechado ( 5 ) | estrada real proximo ao km 595 da estrada do paraibuna sentido cachoeira dos pimentas ( 4 ) | estrada real proximo a fazenda rio manso ( 3 ),,brazil_sao paulo_estrada real,,-23.10581038,-44.93230446
42920,reflora,141,,,,,Brazil,,,parna caparao entorno ( 25 ) | parna caparao corrego do veado ( 16 ) | parna caparao ( 15 ) | parna caparao macieira ( 15 ) | parna caparao calcado ( 12 ) | parna caparao pedra escorada ( 11 ),,brazil_NA_parna caparao,,-10.74257447,-53.08032013
43383,gbif_splink,140,,,,,Brazil,São Paulo,Itanhaém,rio preto mata ciliar ca 12m alt ( 14 ) | rio preto mata ca 12m alt ( 12 ) | rio preto mata ciliar ( 6 ) | rio preto mata ciliar ca 12 m altura ( 5 ) | rio preto mata ciliar com ca 12 m alt ( 5 ) | rio preto mata ca 12m alt mata ciliar ( 4 ),,brazil_sao paulo_itanhaem_rio preto,,-24.18,-46.779999
42921,gbif_reflora_splink,140,,,,,Brazil,São Paulo,Itararé,fazenda sao nicolau ( 86 ) | fazenda sao nicolau campo borda de encosta ca 35 km de itarare em direcao a bonsucesso de itarare ( 10 ) | fazenda sao nicolau ca 35 km de itarare em direcao a bom sucesso de itarare ( 9 ) | fazenda sao nicolau encosta rochosa ( 6 ) | fazenda sao nicolau banhado proximo a encosta ( 4 ) | fazenda sao nicolau ca 35 km de itarare em direcao a bonsucesso de itarare ( 3 ),,brazil_sao paulo_itarare_fazenda sao nicolau,,-23.97014988,-49.26162198
43385,gbif_splink,140,,,,,Brazil,São Paulo,Pariquera-Açu,parque estadual campina do encantado proximo ao rio pariquera-acu ( 16 ) | parque estadual da campina do encantado ( 11 ) | proximo ao rio pariquera-acu parque estadual campina do encantado ( 6 ) | parque estadual campina do encantado proximo ao rio pariquera-acu parque estadual campina do encantado ( 4 ) | parque estadual campina do encantado ( 3 ) | parque estadual campina do encantado proximo ao rio pariquera-acu mata atlantica planicie periodicamente inundada ( 3 ),,brazil_sao paulo_pariquera acu_parque estadual campina encantado,,-24.64894408,-47.78540544
42922,gbif,140,,,,,Brazil,São Paulo,Piratininga,sitio lagoa azul mata em volta da represa ( 95 ) | sitio lagoa azul mata em volta da represa floresta estacional semidecidual ( 28 ) | sitio lagoa azul ( 9 ) | sitio lagoa azul mata em volta da represa  ( 2 ) | sitio lagoa azul mata envolta a represa ( 2 ) | sitio lagoa azul mata e volta da represa ( 1 ),,brazil_sao paulo_piratininga_sitio lagoa azul,,-22.43319466,-49.1931751
43394,gbif_splink,139,,,,,Brazil,São Paulo,Agudos,fazenda sao joao do barreiro mata ao lado do confinamento ( 20 ) | faz sao joao do barreiro mata de brejo ao lado da represa ( 13 ) | faz sao joao do barreiro mata ao lado do confinamento ( 11 ) | fazenda sao joao do barreiro mata ao lado do confinamento floresta estacional semidecidual ( 5 ) | fazenda sao joao do barreiro ( 4 ) | faz sao joao do barreiro ( 2 ),,brazil_sao paulo_agudos_fazenda sao joao barreiro,,-22.45999933,-48.98
42923,gbif_splink,139,,,,,Brazil,São Paulo,Apiaí,estrada para pinhalzinho ( 54 ) | estrada para pinhalzinho/apiai 11km de bom sucesso de itarare ( 15 ) | estrada para pinhalzinho/apiai 11km de bom sucesso de itarare interior de floresta ombrofila mista ( 13 ) | estrada para pinhalzinho/apiai 11 km de bom sucesso de itarare ( 11 ) | estrada para pinhalzinho/apiai 11km de bom sucesso de itarare floresta ombrofila mista borda ( 7 ) | estrada para pinhalzinho/apiai ( 5 ),,brazil_sao paulo_apiai_estrada para pinhalzinho,,-24.38226439,-48.96287742
43363,gbif_splink,139,,,,,Brazil,São Paulo,Cananéia,estrada cananeia - pariquera-acu (via ponte) cerca de 19 km de cananeia extensa area de transicao mata de restinga - mata atlantica ( 18 ) | estrada cananeia - pariquera-acu (via ponte) ca 19 km de cananeia extensa area de transicao mata de restinga - mata atlantica ( 17 ) | estrada cananeia - pariquera-acu (via ponte) ca 19 km de cananeia extensa area de transicao mata de restinga - mata atlantica 24°54'029's 47°50'303'w ( 6 ) | estrada cananeia - pariquera-acu (via ponte)  ca 19 km de cananeia extensa area de transicao mata de restinga - mata atlantica 24°54'029's 47°50'303'w ( 2 ) | estrada cananeia - pariquera-acu (via ponte) ca 19 km de cananeia; extensa area de transicao mata de restinga - mata atlantica ( 2 ) | estrada cananeia - pariquera-acu (via ponte) ca 19 km de cananeira extensa area de transicao mata de restinga - mata atlantica ( 2 ),,"brazil_sao paulo_cananeia_estrada cananeia, mata atlantica",,-24.900798,-47.84170283
42924,gbif_splink,139,,,,,Brazil,São Paulo,Cunha,estrada real ( 65 ) | estrada real sentido a cachoeira dos pimentas ( 20 ) | municipio de cunha estrada real ( 6 ) | estrada real cachoeira do pimenta area arborizada ( 4 ) | estrada real; cachoeira do pimenta ( 4 ) | municipio de cunha - estrada real ( 4 ),,brazil_sao paulo_cunha_estrada real,,-23.09289573,-44.91095858
42925,gbif_splink,139,,,,,Brazil,São Paulo,Pindorama,estacao experimental ( 74 ) | estacao experimental (p9) floresta estacional semidecidual ( 54 ) | estacao experimental mato 2 ( 2 ) | estacao experimental colonia marangoni ( 1 ) | estacao experimental ex instituto agronomico de campinas ( 1 ) | estacao experimental herb inst agronomico de campinas n° 2143 ( 1 ),,brazil_sao paulo_pindorama_estacao experimental,,-21.21213848,-48.91344853
43388,gbif_reflora_splink,139,,,,,Brazil,São Paulo,Santo André,reserva biologica do alto da serra ( 51 ) | paranapiacaba reserva biologica do alto da serra proximo a casa do naturalista ( 5 ) | paranapiacaba reserva biologica do alto da serra ( 2 ) | reserva biologica de alto da serra ( 2 ) | reserva biologica do alto da serra paranapiacaba ( 2 ) | paranapiacaba reserva biologica do alto da serra no cruzamento com a trilha 17 proximo a casa do naturalista ( 1 ),,brazil_sao paulo_santo andre_reserva biologica alto serra,,-23.68803733,-46.48759496
43389,gbif_splink,139,,,,,Brazil,São Paulo,São Bento do Sapucaí,estrada para o bauzinho ( 67 ) | bauzinho estrada para o bauzinho ( 2 ),,brazil_sao paulo_sao bento sapucai_estrada para o bauzinho,,-22.68197778,-45.73017778
42926,gbif_reflora_splink,139,,,,,Brazil,São Paulo,São Paulo,pico do jaragua ( 115 ) | pico do jaragua trilha que leva ao topo ( 10 ) | pico do jaragua taipas ( 5 ) | pico do jaragua nativa ( 2 ) | pico do jaragua cultivada ( 1 ) | pico do jaragua mata do pico ( 1 ),,brazil_sao paulo_sao paulo_pico jaragua,,-23.64837242,-46.3411209
43391,gbif_splink,139,,,,,Brazil,São Paulo,Socorro,bairro dos domingues sitio beija-flor ( 27 ) | bairro dos domingues proximo ao sitio beija-flor ( 12 ) | bairro do domingues sitio recanto beija flor ( 6 ) | bairro dos domingues sitio beija-flor mata ciliar degradada de corrego estreito ( 3 ) | bairro dos domingues sitio beija flor ( 2 ) | bairro dos domingues sitio beija-flor borda de capoeira ( 2 ),,brazil_sao paulo_socorro_bairro domingues,,-22.60140733,-46.5105734
43395,gbif,138,,,,,Brazil,São Paulo,Botucatu,estancia santa catarina distrito de rubiao jr ( 17 ) | estancia santa catarina sitio do olavo ( 16 ) | estancia santa catarina sitio do olavo fragmento de cerrado ( 16 ) | estancia santa catarina proximo cidade ( 9 ) | estancia santa catarina proximo a cidade ( 8 ) | estancia santa catarina ( 1 ),,brazil_sao paulo_botucatu_estancia santa catarina,,-22.8805833,-48.4405
42927,gbif_reflora,138,,,,,Brazil,São Paulo,Campos do Jordão,reserva do instituto florestal sao jose dos alpes ( 51 ) | reserva do instituto florestal ( 17 ) | reserva do instituto florestal subida para sao jose dos alpes ( 13 ) | reserva do instituto florestal s jose dos alpes ao lado de guaratingueta ( 9 ) | reserva do instituto florestal sao jose dos alpes ao lado de guaratingueta ( 9 ) | reserva do instituto florestal caminho da cachoeira ao longo do rio das trutas ( 4 ),,brazil_sao paulo_campos jordao_reserva instituto florestal,,-22.7054187,-45.54363132
43092,gbif_splink,138,,,,,Brazil,São Paulo,Ibiúna,bairro sorocabucu 8km da estrada sp 250 no km 63 ( 100 ) | bairro sorocabacu 8km da estrada sp 250 no km 63 na base de tronco de compositae mata secundaria ( 1 ) | bairro sorocabucu ca 8km da estrada sp-250 no km 63 ( 1 ),,brazil_sao paulo_ibiuna_8km estrada sp 250 no km 63,,-23.656389,-47.2225
43397,gbif_reflora_splink,138,,,,,Brazil,São Paulo,Itirapina,campo cerrado ( 58 ) | campo cerrado; ; ( 7 ) | campo-cerrado ( 3 ),,brazil_sao paulo_itirapina_campo cerrado,,-22.25,-47.82
43398,gbif_splink,138,,,,,Brazil,São Paulo,Itirapina,fazenda sao jose da conquista,,brazil_sao paulo_itirapina_fazenda sao jose conquista,,-22.175392,-47.873925
42753,gbif_splink,138,,,,,Brazil,São Paulo,Miracatu,reserva votorantim complexo juquia trilha entre vila dos moradores e a caixa d'agua ( 22 ) | reserva votorantim curso taxonomia de campo usp/esalq - unicamp complexo juquia trilha dezembro entre a uhe alecrim e a uhe porto raso floresta ombrofila densa na margem do rio dezembro ( 14 ) | reserva votorantim complexo juquia trilha dezembro entre a uhe alecrim e a uhe porto raso ( 13 ) | reserva votorantim complexo juquia trilha entre caixa d'agua e a vila de moradores uhe barra ( 13 ) | legado das aguas reserva votorantim ( 12 ) | curso taxonomia de campo usp/esalq - unicamp reserva votorantim complexo juquia trilha dezembro entre a uhe alecrim e uhe porto raso ( 10 ),NA,brazil_sao paulo_miracatu_reserva votorantim,,-24.04398646,-47.36960773
42928,gbif,138,,,,,Brazil,São Paulo,Pedregulho,distrito estreito ( 26 ) | distrito estreito ao lado da represa de furnas ( 24 ) | distrito estreito area alagada a 1 km do mirante em direcao a rio grande ( 11 ) | distrito estreito campo rupestre cerrado ao lado da represa de furnas ( 11 ) | distrito estreito cerrado ao lado da represa de furnas ( 9 ) | distrito de estreito ao lado da represa de furnas ( 8 ),,brazil_sao paulo_pedregulho_distrito estreito,,-20.20623236,-47.43561323
42929,gbif_splink,138,,,,,Brazil,São Paulo,Pindamonhangaba,pico itapeva ( 113 ) | pico de itapeva ( 14 ) | pico do itapeva ( 8 ) | pico de itapeva serra da mantiqueira ( 1 ) | pico do itapeva - municipio de pindamonhangaba ( 1 ) | pico do itapeva riacho abaixo da lagoa ( 1 ),,brazil_sao paulo_pindamonhangaba_pico itapeva,,-22.91204531,-45.46066934
43270,gbif_reflora_splink,137,,,,,Brazil,São Paulo,Campos do Jordão,fazenda da guarda (reserva florestal) ( 42 ) | fazenda da guarda reserva florestal ( 12 ) | fazenda da guarda (reserva florestal) quase na divisa com minas gerais ( 10 ) | campos do jordao fazenda da guarda (reserva florestal) ( 4 ) | fazenda da guarda (reserva florestal) na mata virgem em lugar meio aberto ( 2 ) | faz da guarda (reserva florestal) ( 1 ),,"brazil_sao paulo_campos jordao_fazenda guarda, reserva florestal",,-22.73204761,-45.59021871
42930,gbif_reflora_splink,136,,,,,Brazil,São Paulo,Itanhaém,fazenda sao luis ( 87 ) | fazenda sao luis mata atlantica ( 46 ) | fazenda sao luis mata atlantica interior da mata ( 1 ) | fazenda sao luis mata atlantica prensado em alcool 70 projeto tematico finaciado pela fapesp ( 1 ) | municipio de itanhaem fazenda sao luis mata atlantica ( 1 ),,brazil_sao paulo_itanhaem_fazenda sao luis,,-24.0957831,-46.83186951
42931,gbif_splink,136,,,,,Brazil,São Paulo,Itatinga,estacao experimental de itatinga esalq-usp ( 51 ) | estacao experimental de itatinga esalq-usp talhao 7 quadra d experimento i-07d-061 ( 25 ) | estacao experimental de itatinga esalq-usp talhao 25 experimento i-25c-044 ( 17 ) | estacao experimental de itatinga esalq-usp talhao 21 experimento i-21a-047 ( 7 ) | estacao experimental de itatinga esalq-usp projeto tume ( 4 ) | estacao experimental de itatinga esalq-usp talhao 25 experimento 1-25c-044 ( 4 ),,brazil_sao paulo_itatinga_estacao experimental itatinga esalq usp,,-23.13768261,-48.62464592
42932,gbif_splink,136,,,,,Brazil,São Paulo,Pereira Barreto,fazenda mesquita ( 82 ) | fazenda mesquita divisa com mirandopolis ( 34 ) | divisa com mirandopolis fazenda mesquita ( 5 ) | fazenda mesquita divisa com mirandopolis margem do braco direito do rio tiete ( 4 ) | faz mesquita ( 2 ) | divisa com mirandopolis fazenda mesquita interior de mata mesofila semidecidua alta aparentemente pouco pertubada ( 1 ),,brazil_sao paulo_pereira barreto_fazenda mesquita,,-20.65977778,-51.10425483
43400,gbif_splink,136,,,,,Brazil,São Paulo,Peruíbe,guarau ecossistema de restinga ( 23 ) | guarau rua 16 borda de floresta floresta ombrofila densa ( 7 ) | guarau margem da cachoeira do pereque poco do jorjao floresta ombrofila densa ( 4 ) | guarau margem da trilha passarela do balca restinga ( 4 ) | guarau margem de corrego floresta ombrofila densa ( 4 ) | guarau rua 16 borda de floresta ( 4 ),,brazil_sao paulo_peruibe_guarau,,-24.36630556,-47.03161642
43401,gbif_reflora_splink,136,,,,,Brazil,São Paulo,Piracicaba,parque da esalq-usp ( 36 ) | parque esalq-usp ( 22 ) | parque da esalq-usp 22°42´84´´s 47°37´46´´w ( 2 ) | parque da esalq-usp jardim proximo ao ginasio de esportes ( 2 ) | parque da esalq-usp parque da esalq-usp ( 2 ) | parque esalq usp ( 2 ),,brazil_sao paulo_piracicaba_parque esalq usp,,-22.70683924,-47.63139116
42933,gbif_jabot_splink,136,,,,,Brazil,São Paulo,Santo André,reserva biologica de paranapiacaba ( 69 ) | reserva biologica de paranapiacaba reserva biologica de paranapiacaba ( 11 ) | santo andre reserva biologica de paranapiacaba ( 11 ) | reserva biologica de paranapiacaba alto da serra ( 7 ) | reserva biologica de paranapiacaba trilha da caixa d´agua ( 6 ) | reserva biologica do paranapiacaba ( 4 ),,brazil_sao paulo_santo andre_reserva biologica paranapiacaba,,-14.38301791,-40.87474679
43402,splink,136,,,,,Brazil,São Paulo,São Carlos,ufscar cerrado ( 24 ) | ufscar cerrado cerrado ( 23 ) | ufscar cerrado ambiente de cerrado seco com irradiacao solar constante porem as plantas coletadas estavam em regiao de sombreamento solo arenoso ( 5 ) | ufscar cerrado presentes nas regioes tropicais de todo o mundo e e abundante na flora brasileira ( 2 ) | ufscar cerrado ambiente de cerrado seco com irradiacao solar constante porem as plantas coletadas estavam em regiao de sombreamento; solo arenoso ( 1 ) | ufscar cerrado ambientes tropicais dede ambientes abertos ou degradados por agricultura ou pastoreio excessivo ate sub-bosques de florestas secundarias ( 1 ),,brazil_sao paulo_sao carlos_ufscar,,-22.01,-47.89
43409,reflora,136,,,,,Brazil,,praia,aparados da serra ( 35 ) | aparados da serra - trilha das mulas ( 9 ) | aparados da serra - rio do boi ( 7 ) | aparados da serra - pedras brancas ( 5 ) | aparados da serra - trilha do faxinalzinho ( 5 ) | aparados da serra - trilha dos pintos ( 4 ),,brazil_NA_NA_aparados serra,,,
43414,gbif,135,,,,,Brazil,São Paulo,Águas de Santa Bárbara,ca 11 km da cidade em direcao a lencois proximo a entrada da reserva do instituto florestal campo cerrado ( 32 ) | ca 11 km da cidade em direcao a lencois proximo a entrada da reserva do instituto florestal ( 30 ) | ca 11 km da cidade em direcao a lencois proximo a entrada da reserva do intituto florestal campo cerrado ( 2 ) | ca 11 km da cidade em direcao a lencois proximo a entrada da fazenda agua do bugre ( 1 ) | ca 11 km da cidade em direcao a lencois proximo a entrada da reserva do instituto florestal&nf;campo cerrado ( 1 ) | ca 11 km da cidade em direcao a lencois proximo a entrada da reserva instituto florestal campo cerrado ( 1 ),,brazil_sao paulo_circa 11 km cidade em direcao a lencois,,,
42934,gbif,135,,,,,Brazil,São Paulo,Birigui,fazenda agua branca ( 113 ) | faz agua branca ( 15 ) | fazenda agua-branca ( 7 ),,brazil_sao paulo_birigui_fazenda agua branca,,-21.27145496,-50.34510867
43413,gbif,135,,,,,Brazil,São Paulo,Cabreúva,"mata da casa branca ( 32 ) | mata da casa branca mata mesofila semidecidua ( 23 ) | mata da casa branca 23o16'006's 47o02'502'w mata mesofila semidecidua ( 4 ) | mata da casa branca 23o16'006""s 47o02'502""w mata mesofila semidecidua ( 4 ) | mata casa branca ( 1 ) | mata da casa branca mata mesofila ( 1 )",,brazil_sao paulo_cabreuva_mata casa branca,,-23.26791956,-47.04354467
42935,gbif_splink,135,,,,,Brazil,São Paulo,São Bernardo do Campo,parque caminhos do mar estrada velha de santos ( 132 ) | parque caminhos do mar estrada velha de santos proximo ao pouso de paranapiacaba ( 3 ),,"brazil_sao paulo_sao bernardo campo_parque caminhos mar, estrada velha santos",brazil_sao paulo_sao bernardo campo_parque caminhos mar,-23.80745797,-46.5508309
43415,gbif_splink,134,,,,,Brazil,São Paulo,Cunha,parque estadual da serra do mar estrada municipal ca 4km da sede ( 9 ) | parque estadual da serra do mar estrada municipal c de 5 km da sede ( 7 ) | parque estadual da serra do mar estrada municipal c de 5km da sede ( 7 ) | mun cunha parque estadual da serra do mar estrada municipal c de 5 km da sede ( 4 ) | parque estadual da serra do mar estrada municipal ca 5 km da sede ( 4 ) | parque estadual da serra do mar estrada municipal cerca de 4km da sede floresta ombrofila densa alto-montana ( 4 ),,brazil_sao paulo_cunha_parque estadual serra mar estrada municipal,,-23.25156295,-45.0446632
42936,gbif_splink,134,,,,,Brazil,São Paulo,São Paulo ( 120 ),horto fac farmacia ( 24 ) | horto da fac de farmacia ( 16 ) | horto da fac farmacia ( 16 ) | horto fac farmacia s paulo ( 10 ) | horto fac farmacia sao paulo ( 8 ) | horto fac farmacia de s paulo ( 6 ),,brazil_sao paulo_horto fac,,-23.49852037,-46.86573731
43416,gbif_splink,133,,,,,Brazil,São Paulo,Itararé,estrada itarare-bom sucesso ( 31 ) | estrada de itarare-bom sucesso floresta estacional subida ao morro ( 6 ) | estrada de itarare-bom sucesso floresta estacional beira de rio ( 4 ) | estrada itarare-bom sucesso mata igrofila de encosta ( 4 ) | municipio de itarare estrada itarare-bom sucesso mata higrofila de encosta ( 4 ) | estrada de itarare-bom sucesso ( 3 ),,brazil_sao paulo_itarare_estrada itarare bom sucesso,,-24.1433894,-49.3025066
42937,gbif_splink,133,,,,,Brazil,São Paulo,São Sebastião,praia barra do una boraceia estrada de acesso da fazenda aguas do bento ( 22 ) | barra do una/ boraceia estrada de acesso da fazenda aguas do bento floresta de restinga planicie fluvio-marinha area desmatada utilizada como pasto; alagavel ( 14 ) | praia barra do una boraceia estrada de acesso da fazenda aguas do bento floresta de restinga ( 6 ) | praia barra do una/boraceia estrada de acesso da fazenda aguas do bento ( 6 ) | barra do una / boraceia estrada de acesso da fazenda aguas do bento ( 5 ) | praia barra do uma/boraceia estrada de acesso da fazenda aguas do bento floresta de restinga ( 4 ),,brazil_sao paulo_sao sebastiao_estrada acesso fazenda aguas bento,,-23.73948681,-45.75896417
42732,gbif_jabot_reflora_splink,132,,,,,Brazil,São Paulo,Cananéia,propriedade do sr flavio ( 277 ) | propriedade do senhor flavio ( 4 ) | propriedade do sr flavio folha cartografica sg-23-v-a coordenada coletada ( 4 ) | propriedade do sr flavio folha cartografica sg-23-v-c coordenada coletada ( 3 ) | propriedade do sr flavio folha cartografica sg-23-y-a coordenada coletada ( 3 ) | propriedade do sr flavio folha cartografica sg-23-v-a coordenada calculada ( 2 ),NA,brazil_sao paulo_cananeia_propriedade senhor flavio,,-24.81978261,-47.86701452
