"source","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer"
"ibge","brazil_NA_catigua","brazil_sao paulo_catigua",-21.0621844,-49.05253486,"county"
"ibge","brazil_NA_cerqueira cesar","brazil_sao paulo_cerqueira cesar",-23.05984974,-49.14403463,"county"
"ibge","brazil_NA_cerquilho","brazil_sao paulo_cerquilho",-23.18688766,-47.75677235,"county"
"ibge","brazil_NA_cesario lange","brazil_sao paulo_cesario lange",-23.21635704,-47.9036613,"county"
"ibge","brazil_NA_charqueada","brazil_sao paulo_charqueada",-22.52970413,-47.74655108,"county"
"ibge","brazil_NA_clementina","brazil_sao paulo_clementina",-21.57020429,-50.46001551,"county"
"ibge","brazil_NA_colina","brazil_sao paulo_colina",-20.746068,-48.58862247,"county"
"ibge","brazil_NA_colombia","brazil_sao paulo_colombia",-20.26657816,-48.72115471,"county"
"ibge","brazil_NA_conchal","brazil_sao paulo_conchal",-22.36902301,-47.14212553,"county"
"ibge","brazil_NA_conchas","brazil_sao paulo_conchas",-22.96508025,-48.04686435,"county"
"ibge","brazil_NA_cordeiropolis","brazil_sao paulo_cordeiropolis",-22.4791575,-47.41455296,"county"
"ibge","brazil_NA_coroados","brazil_sao paulo_coroados",-21.37544951,-50.30339246,"county"
"ibge","brazil_NA_coronel macedo","brazil_sao paulo_coronel macedo",-23.62972056,-49.30660241,"county"
"ibge","brazil_NA_corumbatai","brazil_sao paulo_corumbatai",-22.2359135,-47.61081529,"county"
"ibge","brazil_NA_cosmopolis","brazil_sao paulo_cosmopolis",-22.65147846,-47.18605057,"county"
"ibge","brazil_NA_cosmorama","brazil_sao paulo_cosmorama",-20.44251362,-49.77465855,"county"
"ibge","brazil_NA_cotia","brazil_sao paulo_cotia",-23.67461236,-46.96037555,"county"
"ibge","brazil_NA_cravinhos","brazil_sao paulo_cravinhos",-21.33971878,-47.74435222,"county"
"ibge","brazil_NA_cristais paulista","brazil_sao paulo_cristais paulista",-20.37077375,-47.40075677,"county"
"ibge","brazil_NA_cruzalia","brazil_sao paulo_cruzalia",-22.73741009,-50.76947434,"county"
"ibge","brazil_NA_cruzeiro","brazil_sao paulo_cruzeiro",-22.55138262,-45.00586734,"county"
"ibge","brazil_NA_cubatao","brazil_sao paulo_cubatao",-23.86397955,-46.40830103,"county"
"ibge","brazil_NA_cunha","brazil_sao paulo_cunha",-23.05263382,-44.94193944,"county"
"ibge","brazil_NA_descalvado","brazil_sao paulo_descalvado",-21.88100082,-47.65404948,"county"
"ibge","brazil_NA_diadema","brazil_sao paulo_diadema",-23.69679908,-46.61127341,"county"
"ibge","brazil_NA_dirce reis","brazil_sao paulo_dirce reis",-20.448479,-50.62802228,"county"
"ibge","brazil_NA_divinolandia","brazil_sao paulo_divinolandia",-21.66138273,-46.69754895,"county"
"ibge","brazil_NA_dobrada","brazil_sao paulo_dobrada",-21.51573461,-48.35737529,"county"
"ibge","brazil_NA_dois corregos","brazil_sao paulo_dois corregos",-22.39575142,-48.34060631,"county"
"ibge","brazil_NA_dolcinopolis","brazil_sao paulo_dolcinopolis",-20.11724149,-50.52828473,"county"
"ibge","brazil_NA_dourado","brazil_sao paulo_dourado",-22.11696462,-48.33337245,"county"
"ibge","brazil_NA_dracena","brazil_sao paulo_dracena",-21.5567336,-51.58400388,"county"
"ibge","brazil_NA_duartina","brazil_sao paulo_duartina",-22.39289652,-49.41319133,"county"
"ibge","brazil_NA_dumont","brazil_sao paulo_dumont",-21.24739732,-47.97990234,"county"
"ibge","brazil_NA_echapora","brazil_sao paulo_echapora",-22.44795899,-50.20029219,"county"
"ibge","brazil_NA_elias fausto","brazil_sao paulo_elias fausto",-23.0703658,-47.37040152,"county"
"ibge","brazil_NA_elisiario","brazil_sao paulo_elisiario",-21.1599515,-49.09183229,"county"
"ibge","brazil_NA_embauba","brazil_sao paulo_embauba",-20.95257393,-48.8478573,"county"
"ibge","brazil_NA_embu artes","brazil_sao paulo_embu artes",-23.65133322,-46.85151214,"county"
"ibge","brazil_NA_embu guacu","brazil_sao paulo_embu guacu",-23.85426549,-46.83053384,"county"
"ibge","brazil_NA_emilianopolis","brazil_sao paulo_emilianopolis",-21.80110065,-51.47207922,"county"
"ibge","brazil_NA_engenheiro coelho","brazil_sao paulo_engenheiro coelho",-22.4870986,-47.17480156,"county"
"ibge","brazil_NA_espirito santo pinhal","brazil_sao paulo_espirito santo pinhal",-22.19222054,-46.79335759,"county"
"ibge","brazil_NA_espirito santo turvo","brazil_sao paulo_espirito santo turvo",-22.66945062,-49.43261286,"county"
"ibge","brazil_NA_estrela oeste","brazil_sao paulo_estrela oeste",-20.26562359,-50.41129964,"county"
"ibge","brazil_NA_euclides cunha paulista","brazil_sao paulo_euclides cunha paulista",-22.51914581,-52.58944184,"county"
"ibge","brazil_NA_fartura","brazil_sao paulo_fartura",-23.38949284,-49.51954695,"county"
"ibge","brazil_NA_fernandopolis","brazil_sao paulo_fernandopolis",-20.27217039,-50.28300794,"county"
"ibge","brazil_NA_fernando prestes","brazil_sao paulo_fernando prestes",-21.3104057,-48.69542562,"county"
"ibge","brazil_NA_fernao","brazil_sao paulo_fernao",-22.36578943,-49.54236306,"county"
"ibge","brazil_NA_ferraz vasconcelos","brazil_sao paulo_ferraz vasconcelos",-23.56079046,-46.37371588,"county"
"ibge","brazil_NA_flora rica","brazil_sao paulo_flora rica",-21.69890379,-51.37420161,"county"
"ibge","brazil_NA_floreal","brazil_sao paulo_floreal",-20.67006975,-50.1550904,"county"
"ibge","brazil_NA_florida paulista","brazil_sao paulo_florida paulista",-21.54030824,-51.17068246,"county"
"ibge","brazil_NA_florinea","brazil_sao paulo_florinea",-22.88070621,-50.69533264,"county"
"ibge","brazil_NA_franca","brazil_sao paulo_franca",-20.55472452,-47.3802374,"county"
"ibge","brazil_NA_francisco morato","brazil_sao paulo_francisco morato",-23.27404013,-46.72357014,"county"
"ibge","brazil_NA_franco rocha","brazil_sao paulo_franco rocha",-23.31425638,-46.73543782,"county"
"ibge","brazil_NA_gabriel monteiro","brazil_sao paulo_gabriel monteiro",-21.4991023,-50.56417554,"county"
"ibge","brazil_NA_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county"
"ibge","brazil_NA_garca","brazil_sao paulo_garca",-22.23047463,-49.68970306,"county"
"ibge","brazil_NA_gastao vidigal","brazil_sao paulo_gastao vidigal",-20.80441631,-50.20296557,"county"
"ibge","brazil_NA_gaviao peixoto","brazil_sao paulo_gaviao peixoto",-21.7912047,-48.44760581,"county"
"ibge","brazil_NA_general salgado","brazil_sao paulo_general salgado",-20.63832114,-50.41572954,"county"
"ibge","brazil_NA_getulina","brazil_sao paulo_getulina",-21.78316383,-50.02779269,"county"
"ibge","brazil_NA_glicerio","brazil_sao paulo_glicerio",-21.3394339,-50.19858629,"county"
"ibge","brazil_NA_guaicara","brazil_sao paulo_guaicara",-21.57252962,-49.76366195,"county"
"ibge","brazil_NA_guaimbe","brazil_sao paulo_guaimbe",-21.87849511,-49.86057527,"county"
"ibge","brazil_NA_guapiacu","brazil_sao paulo_guapiacu",-20.74330272,-49.19039404,"county"
"ibge","brazil_NA_guapiara","brazil_sao paulo_guapiara",-24.21241927,-48.55540986,"county"
"ibge","brazil_NA_guara","brazil_sao paulo_guara",-20.48193357,-47.77545006,"county"
"ibge","brazil_NA_guaracai","brazil_sao paulo_guaracai",-21.08689973,-51.28003353,"county"
"ibge","brazil_NA_guarani oeste","brazil_sao paulo_guarani oeste",-20.06701427,-50.34492886,"county"
"ibge","brazil_NA_guaranta","brazil_sao paulo_guaranta",-21.91588272,-49.58833662,"county"
"ibge","brazil_NA_guararapes","brazil_sao paulo_guararapes",-21.32537674,-50.68836358,"county"
"ibge","brazil_NA_guararema","brazil_sao paulo_guararema",-23.42728072,-46.05829035,"county"
"ibge","brazil_NA_guaratingueta","brazil_sao paulo_guaratingueta",-22.786383,-45.206179,"county"
"ibge","brazil_NA_guarei","brazil_sao paulo_guarei",-23.36984701,-48.21914555,"county"
"ibge","brazil_NA_guariba","brazil_sao paulo_guariba",-21.3956675,-48.22620994,"county"
"ibge","brazil_NA_guaruja","brazil_sao paulo_guaruja",-23.95239062,-46.23454988,"county"
"ibge","brazil_NA_guarulhos","brazil_sao paulo_guarulhos",-23.40223932,-46.45462761,"county"
"ibge","brazil_NA_guatapara","brazil_sao paulo_guatapara",-21.45312494,-47.97977456,"county"
"ibge","brazil_NA_guzolandia","brazil_sao paulo_guzolandia",-20.62859309,-50.71333763,"county"
"ibge","brazil_NA_herculandia","brazil_sao paulo_herculandia",-21.96105582,-50.37292132,"county"
"ibge","brazil_NA_holambra","brazil_sao paulo_holambra",-22.62900557,-47.0646795,"county"
"ibge","brazil_NA_hortolandia","brazil_sao paulo_hortolandia",-22.87794276,-47.20819526,"county"
"ibge","brazil_NA_iacanga","brazil_sao paulo_iacanga",-21.89068905,-49.0395368,"county"
"ibge","brazil_NA_iacri","brazil_sao paulo_iacri",-21.79975258,-50.61924613,"county"
"ibge","brazil_NA_iaras","brazil_sao paulo_iaras",-22.81871548,-49.10695857,"county"
"ibge","brazil_NA_ibate","brazil_sao paulo_ibate",-21.95036363,-48.0273953,"county"
"ibge","brazil_NA_ibira","brazil_sao paulo_ibira",-21.07360657,-49.22054986,"county"
"ibge","brazil_NA_ibirarema","brazil_sao paulo_ibirarema",-22.81328541,-50.07665836,"county"
"ibge","brazil_NA_ibitinga","brazil_sao paulo_ibitinga",-21.7926982,-48.84814235,"county"
"ibge","brazil_NA_ibiuna","brazil_sao paulo_ibiuna",-23.80233648,-47.21529629,"county"
"ibge","brazil_NA_icem","brazil_sao paulo_icem",-20.36653584,-49.18586989,"county"
"ibge","brazil_NA_iepe","brazil_sao paulo_iepe",-22.64813625,-51.05695176,"county"
"ibge","brazil_NA_igaracu tiete","brazil_sao paulo_igaracu tiete",-22.54139367,-48.57424196,"county"
"ibge","brazil_NA_igarapava","brazil_sao paulo_igarapava",-20.06366812,-47.68235376,"county"
"ibge","brazil_NA_igarata","brazil_sao paulo_igarata",-23.13469968,-46.15039133,"county"
"ibge","brazil_NA_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county"
"ibge","brazil_NA_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county"
"ibge","brazil_NA_ilha comprida","brazil_sao paulo_ilha comprida",-24.86188204,-47.71978317,"county"
"ibge","brazil_NA_ilha solteira","brazil_sao paulo_ilha solteira",-20.43078379,-51.25724371,"county"
"ibge","brazil_NA_indaiatuba","brazil_sao paulo_indaiatuba",-23.10591845,-47.20227683,"county"
"ibge","brazil_NA_indiana","brazil_sao paulo_indiana",-22.13315038,-51.26247555,"county"
"ibge","brazil_NA_indiapora","brazil_sao paulo_indiapora",-19.94803416,-50.26375778,"county"
"ibge","brazil_NA_inubia paulista","brazil_sao paulo_inubia paulista",-21.73896953,-50.95739804,"county"
"ibge","brazil_NA_ipaussu","brazil_sao paulo_ipaussu",-23.06460553,-49.60788709,"county"
"ibge","brazil_NA_ipero","brazil_sao paulo_ipero",-23.40398758,-47.62908987,"county"
"ibge","brazil_NA_ipeuna","brazil_sao paulo_ipeuna",-22.42356738,-47.71576341,"county"
"ibge","brazil_NA_ipigua","brazil_sao paulo_ipigua",-20.64793805,-49.40310623,"county"
"ibge","brazil_NA_iporanga","brazil_sao paulo_iporanga",-24.51231726,-48.54624865,"county"
"ibge","brazil_NA_ipua","brazil_sao paulo_ipua",-20.41687747,-48.06698537,"county"
"ibge","brazil_NA_iracemapolis","brazil_sao paulo_iracemapolis",-22.59269935,-47.52405463,"county"
"ibge","brazil_NA_irapua","brazil_sao paulo_irapua",-21.26741001,-49.39717851,"county"
"ibge","brazil_NA_irapuru","brazil_sao paulo_irapuru",-21.48575089,-51.34675694,"county"
"ibge","brazil_NA_itabera","brazil_sao paulo_itabera",-23.87393513,-49.14348619,"county"
"ibge","brazil_NA_itai","brazil_sao paulo_itai",-23.47519061,-49.05473223,"county"
"ibge","brazil_NA_itajobi","brazil_sao paulo_itajobi",-21.35529227,-49.05367885,"county"
"ibge","brazil_NA_itaju","brazil_sao paulo_itaju",-21.9509846,-48.79402735,"county"
"ibge","brazil_NA_itanhaem","brazil_sao paulo_itanhaem",-24.09121087,-46.8346865,"county"
"ibge","brazil_NA_itaoca","brazil_sao paulo_itaoca",-24.61770891,-48.83867779,"county"
"ibge","brazil_NA_itapecerica serra","brazil_sao paulo_itapecerica serra",-23.73709532,-46.85878355,"county"
"ibge","brazil_NA_itapetininga","brazil_sao paulo_itapetininga",-23.64510153,-48.12334638,"county"
"ibge","brazil_NA_itapevi","brazil_sao paulo_itapevi",-23.55463861,-46.97138252,"county"
"ibge","brazil_NA_itapira","brazil_sao paulo_itapira",-22.43159302,-46.77187954,"county"
"ibge","brazil_NA_itapirapua paulista","brazil_sao paulo_itapirapua paulista",-24.56886236,-49.22287065,"county"
"ibge","brazil_NA_itapolis","brazil_sao paulo_itapolis",-21.54774163,-48.81544685,"county"
"ibge","brazil_NA_itapui","brazil_sao paulo_itapui",-22.25094663,-48.70119615,"county"
"ibge","brazil_NA_itapura","brazil_sao paulo_itapura",-20.59672386,-51.44164887,"county"
"ibge","brazil_NA_itaquaquecetuba","brazil_sao paulo_itaquaquecetuba",-23.46138962,-46.3344174,"county"
"ibge","brazil_NA_itarare","brazil_sao paulo_itarare",-24.08068512,-49.30344883,"county"
"ibge","brazil_NA_itariri","brazil_sao paulo_itariri",-24.29272622,-47.12811396,"county"
"ibge","brazil_NA_itatiba","brazil_sao paulo_itatiba",-23.00625005,-46.81414653,"county"
"ibge","brazil_NA_itatinga","brazil_sao paulo_itatinga",-23.15302953,-48.62953985,"county"
"ibge","brazil_NA_itirapina","brazil_sao paulo_itirapina",-22.29434051,-47.8340504,"county"
"ibge","brazil_NA_itirapua","brazil_sao paulo_itirapua",-20.65753197,-47.16952727,"county"
"ibge","brazil_NA_itobi","brazil_sao paulo_itobi",-21.74871449,-46.92172725,"county"
"ibge","brazil_NA_itu","brazil_sao paulo_itu",-23.3069902,-47.28467953,"county"
"ibge","brazil_NA_itupeva","brazil_sao paulo_itupeva",-23.14624515,-47.06818178,"county"
"ibge","brazil_NA_ituverava","brazil_sao paulo_ituverava",-20.32992114,-47.80810502,"county"
"ibge","brazil_NA_jaboticabal","brazil_sao paulo_jaboticabal",-21.21833569,-48.28793628,"county"
"ibge","brazil_NA_jacarei","brazil_sao paulo_jacarei",-23.29812937,-45.99113048,"county"
"ibge","brazil_NA_jaci","brazil_sao paulo_jaci",-20.94544048,-49.58108217,"county"
"ibge","brazil_NA_jacupiranga","brazil_sao paulo_jacupiranga",-24.77622878,-48.05358583,"county"
"ibge","brazil_NA_jaguariuna","brazil_sao paulo_jaguariuna",-22.69192697,-47.01296363,"county"
"ibge","brazil_NA_jales","brazil_sao paulo_jales",-20.28591852,-50.55386058,"county"
"ibge","brazil_NA_jambeiro","brazil_sao paulo_jambeiro",-23.2786685,-45.7100917,"county"
"ibge","brazil_NA_jandira","brazil_sao paulo_jandira",-23.54398613,-46.89932366,"county"
"ibge","brazil_NA_jarinu","brazil_sao paulo_jarinu",-23.11166421,-46.72129023,"county"
"ibge","brazil_NA_jau","brazil_sao paulo_jau",-22.29530287,-48.555745,"county"
"ibge","brazil_NA_jeriquara","brazil_sao paulo_jeriquara",-20.33945834,-47.57398485,"county"
"ibge","brazil_NA_joanopolis","brazil_sao paulo_joanopolis",-22.938992,-46.20900427,"county"
"ibge","brazil_NA_joao ramalho","brazil_sao paulo_joao ramalho",-22.27726523,-50.7990032,"county"
"ibge","brazil_NA_jose bonifacio","brazil_sao paulo_jose bonifacio",-21.0893713,-49.77992287,"county"
"ibge","brazil_NA_julio mesquita","brazil_sao paulo_julio mesquita",-21.97275318,-49.79296716,"county"
"ibge","brazil_NA_jumirim","brazil_sao paulo_jumirim",-23.09930438,-47.78769272,"county"
"ibge","brazil_NA_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county"
"ibge","brazil_NA_junqueiropolis","brazil_sao paulo_junqueiropolis",-21.44942083,-51.43504424,"county"
"ibge","brazil_NA_juquia","brazil_sao paulo_juquia",-24.21379945,-47.65335016,"county"
"ibge","brazil_NA_juquitiba","brazil_sao paulo_juquitiba",-23.9550107,-47.02419484,"county"
"ibge","brazil_NA_lagoinha","brazil_sao paulo_lagoinha",-23.08533866,-45.20666046,"county"
"ibge","brazil_NA_laranjal paulista","brazil_sao paulo_laranjal paulista",-23.01172801,-47.86594855,"county"
"ibge","brazil_NA_lavinia","brazil_sao paulo_lavinia",-21.15023694,-51.03284698,"county"
"ibge","brazil_NA_lavrinhas","brazil_sao paulo_lavrinhas",-22.52014474,-44.8887858,"county"
"ibge","brazil_NA_leme","brazil_sao paulo_leme",-22.17184613,-47.33738013,"county"
"ibge","brazil_NA_lencois paulista","brazil_sao paulo_lencois paulista",-22.67462468,-48.82519711,"county"
"ibge","brazil_NA_limeira","brazil_sao paulo_limeira",-22.59826787,-47.36337488,"county"
"ibge","brazil_NA_lindoia","brazil_sao paulo_lindoia",-22.51293496,-46.65465418,"county"
"ibge","brazil_NA_lins","brazil_sao paulo_lins",-21.64971058,-49.68313703,"county"
"ibge","brazil_NA_lorena","brazil_sao paulo_lorena",-22.7937061,-45.05987715,"county"
"ibge","brazil_NA_lourdes","brazil_sao paulo_lourdes",-20.9488644,-50.23399374,"county"
"ibge","brazil_NA_louveira","brazil_sao paulo_louveira",-23.08428845,-46.93732161,"county"
"ibge","brazil_NA_lucelia","brazil_sao paulo_lucelia",-21.64399937,-50.99155204,"county"
"ibge","brazil_NA_lucianopolis","brazil_sao paulo_lucianopolis",-22.47323938,-49.54996143,"county"
"ibge","brazil_NA_luis antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county"
"ibge","brazil_NA_luiziania","brazil_sao paulo_luiziania",-21.67231563,-50.3504539,"county"
"ibge","brazil_NA_lupercio","brazil_sao paulo_lupercio",-22.4270077,-49.81677997,"county"
"ibge","brazil_NA_lutecia","brazil_sao paulo_lutecia",-22.32503294,-50.38520589,"county"
"ibge","brazil_NA_macatuba","brazil_sao paulo_macatuba",-22.48660622,-48.71849075,"county"
"ibge","brazil_NA_macaubal","brazil_sao paulo_macaubal",-20.83766401,-49.97482483,"county"
"ibge","brazil_NA_macedonia","brazil_sao paulo_macedonia",-20.09808688,-50.18177031,"county"
"ibge","brazil_NA_magda","brazil_sao paulo_magda",-20.5965082,-50.23004449,"county"
"ibge","brazil_NA_mairinque","brazil_sao paulo_mairinque",-23.50739338,-47.22967347,"county"
"ibge","brazil_NA_mairipora","brazil_sao paulo_mairipora",-23.3173791,-46.56126261,"county"
"ibge","brazil_NA_manduri","brazil_sao paulo_manduri",-23.04669024,-49.30350602,"county"
"ibge","brazil_NA_maraba paulista","brazil_sao paulo_maraba paulista",-22.12744629,-52.05584911,"county"
"ibge","brazil_NA_maracai","brazil_sao paulo_maracai",-22.65213959,-50.74562026,"county"
"ibge","brazil_NA_marapoama","brazil_sao paulo_marapoama",-21.25473248,-49.13769598,"county"
"ibge","brazil_NA_mariapolis","brazil_sao paulo_mariapolis",-21.77933831,-51.17188673,"county"
"ibge","brazil_NA_marilia","brazil_sao paulo_marilia",-22.17813432,-49.98279628,"county"
"ibge","brazil_NA_marinopolis","brazil_sao paulo_marinopolis",-20.48027991,-50.83231019,"county"
"ibge","brazil_NA_martinopolis","brazil_sao paulo_martinopolis",-22.17206871,-51.12321069,"county"
"ibge","brazil_NA_matao","brazil_sao paulo_matao",-21.60998676,-48.43061821,"county"
"ibge","brazil_NA_maua","brazil_sao paulo_maua",-23.66543644,-46.44689168,"county"
"ibge","brazil_NA_mendonca","brazil_sao paulo_mendonca",-21.19328601,-49.57003353,"county"
"ibge","brazil_NA_meridiano","brazil_sao paulo_meridiano",-20.39843221,-50.18693047,"county"
"ibge","brazil_NA_mesopolis","brazil_sao paulo_mesopolis",-19.95736885,-50.61477978,"county"
"ibge","brazil_NA_miguelopolis","brazil_sao paulo_miguelopolis",-20.18520388,-48.10363201,"county"
"ibge","brazil_NA_mineiros tiete","brazil_sao paulo_mineiros tiete",-22.462755,-48.43320167,"county"
"ibge","brazil_NA_miracatu","brazil_sao paulo_miracatu",-24.19476735,-47.39449137,"county"
"ibge","brazil_NA_mira estrela","brazil_sao paulo_mira estrela",-19.95201155,-50.12415957,"county"
"ibge","brazil_NA_mirandopolis","brazil_sao paulo_mirandopolis",-21.08092948,-51.13090587,"county"
"ibge","brazil_NA_mirante paranapanema","brazil_sao paulo_mirante paranapanema",-22.34938754,-51.99779098,"county"
"ibge","brazil_NA_mirassol","brazil_sao paulo_mirassol",-20.82751902,-49.50436813,"county"
"ibge","brazil_NA_mirassolandia","brazil_sao paulo_mirassolandia",-20.59406509,-49.48690267,"county"
"ibge","brazil_NA_mococa","brazil_sao paulo_mococa",-21.44936251,-47.03258724,"county"
"ibge","brazil_NA_mogi cruzes","brazil_sao paulo_mogi cruzes",-23.56921402,-46.18619521,"county"
"ibge","brazil_NA_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county"
"ibge","brazil_NA_mogi mirim","brazil_sao paulo_mogi mirim",-22.45067412,-46.98847138,"county"
"ibge","brazil_NA_mombuca","brazil_sao paulo_mombuca",-22.94253815,-47.60212736,"county"
"ibge","brazil_NA_moncoes","brazil_sao paulo_moncoes",-20.86319503,-50.07941428,"county"
"ibge","brazil_NA_mongagua","brazil_sao paulo_mongagua",-24.06962075,-46.66754475,"county"
"ibge","brazil_NA_monte alegre sul","brazil_sao paulo_monte alegre sul",-22.70419894,-46.66752492,"county"
"ibge","brazil_NA_monte alto","brazil_sao paulo_monte alto",-21.25872816,-48.53301408,"county"
"ibge","brazil_NA_monte aprazivel","brazil_sao paulo_monte aprazivel",-20.72598,-49.69104,"county"
"ibge","brazil_NA_monte azul paulista","brazil_sao paulo_monte azul paulista",-20.90869755,-48.68136899,"county"
"ibge","brazil_NA_monteiro lobato","brazil_sao paulo_monteiro lobato",-22.93650882,-45.80441283,"county"
"ibge","brazil_NA_monte mor","brazil_sao paulo_monte mor",-22.95309427,-47.30732662,"county"
"ibge","brazil_NA_morro agudo","brazil_sao paulo_morro agudo",-20.6885209,-48.15347514,"county"
"ibge","brazil_NA_morungaba","brazil_sao paulo_morungaba",-22.89345701,-46.78310974,"county"
"ibge","brazil_NA_motuca","brazil_sao paulo_motuca",-21.51359709,-48.17021918,"county"
"ibge","brazil_NA_murutinga sul","brazil_sao paulo_murutinga sul",-20.99678619,-51.30118603,"county"
"ibge","brazil_NA_nantes","brazil_sao paulo_nantes",-22.59689284,-51.20073523,"county"
"ibge","brazil_NA_narandiba","brazil_sao paulo_narandiba",-22.56382885,-51.52153849,"county"
"ibge","brazil_NA_natividade serra","brazil_sao paulo_natividade serra",-23.41481223,-45.38156277,"county"
"ibge","brazil_NA_nazare paulista","brazil_sao paulo_nazare paulista",-23.19131303,-46.36638664,"county"
"ibge","brazil_NA_neves paulista","brazil_sao paulo_neves paulista",-20.86728234,-49.64718441,"county"
"ibge","brazil_NA_nhandeara","brazil_sao paulo_nhandeara",-20.67290033,-50.04688093,"county"
"ibge","brazil_NA_nipoa","brazil_sao paulo_nipoa",-20.89154147,-49.7778086,"county"
"ibge","brazil_NA_nova alianca","brazil_sao paulo_nova alianca",-21.06207287,-49.5160126,"county"
"ibge","brazil_NA_nova campina","brazil_sao paulo_nova campina",-24.19059245,-48.97277083,"county"
"ibge","brazil_NA_nova canaa paulista","brazil_sao paulo_nova canaa paulista",-20.37181424,-50.91038079,"county"
"ibge","brazil_NA_nova castilho","brazil_sao paulo_nova castilho",-20.777564,-50.346065,"county"
"ibge","brazil_NA_nova europa","brazil_sao paulo_nova europa",-21.77389413,-48.54960855,"county"
"ibge","brazil_NA_nova granada","brazil_sao paulo_nova granada",-20.47594931,-49.33121837,"county"
"ibge","brazil_NA_nova guataporanga","brazil_sao paulo_nova guataporanga",-21.3225375,-51.64535539,"county"
"ibge","brazil_NA_nova independencia","brazil_sao paulo_nova independencia",-21.13528339,-51.50516051,"county"
"ibge","brazil_NA_novais","brazil_sao paulo_novais",-20.98829214,-48.91788715,"county"
"ibge","brazil_NA_nova luzitania","brazil_sao paulo_nova luzitania",-20.86839497,-50.24940609,"county"
"ibge","brazil_NA_nova odessa","brazil_sao paulo_nova odessa",-22.78397332,-47.28479465,"county"
"ibge","brazil_NA_nuporanga","brazil_sao paulo_nuporanga",-20.70431377,-47.72901441,"county"
"ibge","brazil_NA_ocaucu","brazil_sao paulo_ocaucu",-22.43801056,-49.93787617,"county"
"ibge","brazil_NA_oleo","brazil_sao paulo_oleo",-22.95353597,-49.38294653,"county"
"ibge","brazil_NA_olimpia","brazil_sao paulo_olimpia",-20.70504741,-48.95922401,"county"
"ibge","brazil_NA_onda verde","brazil_sao paulo_onda verde",-20.61754435,-49.24363795,"county"
"ibge","brazil_NA_oriente","brazil_sao paulo_oriente",-22.14182264,-50.09342772,"county"
"ibge","brazil_NA_orindiuva","brazil_sao paulo_orindiuva",-20.20190839,-49.35604685,"county"
"ibge","brazil_NA_orlandia","brazil_sao paulo_orlandia",-20.6985179,-47.90616233,"county"
"ibge","brazil_NA_osasco","brazil_sao paulo_osasco",-23.52890756,-46.78906391,"county"
"ibge","brazil_NA_oscar bressane","brazil_sao paulo_oscar bressane",-22.29478653,-50.25716279,"county"
"ibge","brazil_NA_osvaldo cruz","brazil_sao paulo_osvaldo cruz",-21.73247558,-50.87359489,"county"
"ibge","brazil_NA_ourinhos","brazil_sao paulo_ourinhos",-22.95279775,-49.85230977,"county"
"ibge","brazil_NA_ouroeste","brazil_sao paulo_ouroeste",-19.92299087,-50.40152469,"county"
"ibge","brazil_NA_pacaembu","brazil_sao paulo_pacaembu",-21.49510503,-51.27411635,"county"
"ibge","brazil_NA_palmares paulista","brazil_sao paulo_palmares paulista",-21.10401065,-48.82648787,"county"
"ibge","brazil_NA_palmeira oeste","brazil_sao paulo_palmeira oeste",-20.43859132,-50.74890831,"county"
"ibge","brazil_NA_panorama","brazil_sao paulo_panorama",-21.46270084,-51.85715355,"county"
"ibge","brazil_NA_paraguacu paulista","brazil_sao paulo_paraguacu paulista",-22.45877408,-50.62659579,"county"
"ibge","brazil_NA_paraibuna","brazil_sao paulo_paraibuna",-23.47793618,-45.64167404,"county"
"ibge","brazil_NA_paranapanema","brazil_sao paulo_paranapanema",-23.43848236,-48.79520919,"county"
"ibge","brazil_NA_paranapua","brazil_sao paulo_paranapua",-20.06406826,-50.59401748,"county"
"ibge","brazil_NA_parapua","brazil_sao paulo_parapua",-21.85277415,-50.82130531,"county"
"ibge","brazil_NA_pardinho","brazil_sao paulo_pardinho",-23.1019693,-48.40229297,"county"
"ibge","brazil_NA_pariquera acu","brazil_sao paulo_pariquera acu",-24.67825289,-47.85009149,"county"
"ibge","brazil_NA_parisi","brazil_sao paulo_parisi",-20.27081165,-50.03736038,"county"
"ibge","brazil_NA_patrocinio paulista","brazil_sao paulo_patrocinio paulista",-20.70451095,-47.28987149,"county"
"ibge","brazil_NA_pauliceia","brazil_sao paulo_pauliceia",-21.19848514,-51.79070351,"county"
"ibge","brazil_NA_paulinia","brazil_sao paulo_paulinia",-22.74772985,-47.144866,"county"
"ibge","brazil_NA_paulistania","brazil_sao paulo_paulistania",-22.56810504,-49.30581921,"county"
"ibge","brazil_NA_paulo faria","brazil_sao paulo_paulo faria",-20.0664665,-49.46368847,"county"
"ibge","brazil_NA_pederneiras","brazil_sao paulo_pederneiras",-22.30073506,-48.8610593,"county"
"ibge","brazil_NA_pedra bela","brazil_sao paulo_pedra bela",-22.77527649,-46.44170771,"county"
