Código CNUC,Nome,Ato Legal de Criação,Link para o Ato Legal de Criação,Outros atos legais,Link para outros atos legais,Plano de Manejo,Link para Plano de Manejo,Documento de Conselho,Link para Documento de Conselho,Outros Instrumentos de Gestão,Link para outros instrumentos de gestão,Endereço para Correspondência,Telefones,E-mails,UFs abrangidas,Municípios abrangidos,Geocódigo das UFs abrangidas,Geocódigo dos municípios abrangidos,Área da UC conforme ato legal de criação (ha),Área total da UC confome ato legal mais recente (ha),Mapa da UC,Site da UC,Página da UC no CNUC,API UC,Logotipo da UC,Redes Sociais,Número de Visitantes por ano,Programa Projeto Gestão Integrada e Reconhecimento Internacional,Situação
4780.35.2857,PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA,Decreto 14.937/2003 de 05/06/2003,Sem informação.,Sem informação.,Sem informação.,Outros PA1281/2009 de 13/01/2009,ato legal: Sem informação. | documento do Plano de Manejo: Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Av. Paula Souza, s/nº, Vila de Paranapiacaba - Parte Baixa, Santo André, SP - 9150020",(11) 4439-1321 - (11) 4439-1323,cestefano@santoandre.sp.gov.br - edilenefazza@gmail.com - evfazza@santoandre.sp.gov.br,SÃO PAULO,SANTO ANDRÉ (SP),35,3547809,"426,10","426,10",https://cnuc.mma.gov.br/map/2857,Site: -,http://cnuc-backend.mma.gov.br/api/v1/report/uc/2857,http://cnuc-backend.mma.gov.br/api/v1/uc/2857,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.2936,ESTAÇÃO ECOLÓGICA DE ANGATUBA,Decreto 23.790 de 13/08/1985,Sem informação.,Sem informação.,Sem informação.,Deliberação CONSEMA 26 de 17/06/2009,ato legal: www.iflorestsp.gov.br | documento do Plano de Manejo: Sem informação.,Resolução SMA 52 de 29/07/2009,Sem informação.,Sem informação.,Sem informação.,"Estrada 235, Angatuba-Guareí, Bairro da Conquista, Angatuba, SP - 18200000",(15) 3255-5282 - (15) 3271-3866,jaimeanisio@gmail.com,SÃO PAULO,ANGATUBA (SP) - GUAREÍ (SP),35,3502200 - 3518503,"1.363,00","1.363,00",https://cnuc.mma.gov.br/map/2936,Site: www.iflorestsp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/2936,http://cnuc-backend.mma.gov.br/api/v1/uc/2936,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
4870.35.2955,PARQUE NATURAL MUNICIPAL ESTORIL - VIRGÍLIO SIMIONATO,Decreto 18684/2013 de 13/11/2013,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Jacquey 61 1º andar, Rudge Ramos, São Bernardo do Campo, SP - 9634000",(11) 4367-6402,educacao.ambiental@saobernardo.sp.gov.br,SÃO PAULO,SÃO BERNARDO DO CAMPO (SP),35,3548708,"37,26","37,26",https://cnuc.mma.gov.br/map/2955,Site: www.iflorestsp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/2955,http://cnuc-backend.mma.gov.br/api/v1/uc/2955,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
3880.35.3120,PARQUE NATURAL MUNICIPAL DO DOURADO,Lei ordinária 2634 de 26/06/2002,file:///C:/Users/Usuario/Downloads/LEI%202364%20de%202002%20%20CRIA%C3%87%C3%83O%20PARQUE%20do%20Dourado%20(2).pdf,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Lei ordinária 2634 de 26/06/2002,Sem informação.,Sem informação.,Sem informação.,"Praça Ataliba Leonel 173 Centro, Centro, Piraju, SP - 18800000",(14) 3305-9000 - (14) 3351-1607 - (14) 3351-5916,meioambiente@estanciadepiraju.sp.gov.br,SÃO PAULO,PIRAJU (SP),35,3538808,"48,40","48,40",https://cnuc.mma.gov.br/map/3120,Site: www.iflorestsp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3120,http://cnuc-backend.mma.gov.br/api/v1/uc/3120,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
5030.35.3140,PARQUE NATURAL MUNICIPAL ITAIM,Decreto 53227 de 20/06/2012,Sem informação.,Convalidação de Ato Legal pretérito: Portaria 091 de 07/11/2014,Convalidação de Ato Legal pretérito: Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua do Paraíso, 387 - Térreo, Paraíso, São Paulo, SP - 4103000",(11) 5187-0323,amcmelges@prefeitura.sp.gov.br - dlustreg@prefeitura.sp.gov.br - janiorferreira@prefeitura.sp.gov.br,SÃO PAULO,SÃO PAULO (SP),35,3550308,"125,17","125,17",https://cnuc.mma.gov.br/map/3140,Site: www.prefeitura.sp.gov.br/ucs,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3140,http://cnuc-backend.mma.gov.br/api/v1/uc/3140,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
5030.35.3141,PARQUE NATURAL MUNICIPAL JACEGUAVA,Decreto 52974 de 14/02/2012,Sem informação.,Convalidação de Ato Legal pretérito: Portaria 091 de 07/11/2014,Convalidação de Ato Legal pretérito: Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua do Paraíso, 387 - Térreo, Paraíso, São Paulo, SP - 4103000",(11) 3283-1004,cdavison@prefeitura.sp.gov.br - gtenorio@prefeitura.sp.gov.br - janiorferreira@prefeitura.sp.gov.br - locaetano@prefeitura.sp.gov.br,SÃO PAULO,SÃO PAULO (SP),35,3550308,"276,41","276,41",https://cnuc.mma.gov.br/map/3141,Site: www.prefeitura.sp.gov.br/ucs,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3141,http://cnuc-backend.mma.gov.br/api/v1/uc/3141,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0270.35.3143,PARQUE NATURAL MUNICIPAL MORRO DO OURO,Decreto 03/2004 de 28/01/2004,Sem informação.,Retificação: Decreto 01/2017 de 04/01/2017,Retificação: Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Ladeira Manoel Augusto, 92, Centro, Apiaí, SP - 18320000",(15) 3552-3945 - (15) 3552-8800,gabinete@apiai.sp.gov.br - meioambiente@apiai.sp.gov.br - secretariatcma@apiai.sp.gov.br,SÃO PAULO,APIAÍ (SP),35,3502705,"527,00","402,28",https://cnuc.mma.gov.br/map/3143,Site: www.apiai.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3143,http://cnuc-backend.mma.gov.br/api/v1/uc/3143,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
5220.35.3164,PARQUE NATURAL MUNICIPAL DE BRIGADEIRO TOBIAS,Decreto 21618 de 07/01/2015,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Rudolf Daffner, 105, Boa Vista, Sorocaba, SP - 18085005",(15) 3238-2366,calvares@sorocaba.sp.gov.br - jreis@sorocaba.sp.gov.br - samorim@sorocaba.sp.gov.br - sema@sorocaba.sp.gov.br,SÃO PAULO,SOROCABA (SP),35,3552205,"11,70","11,70",https://cnuc.mma.gov.br/map/3164,Site: www.meioambientesorocaba.com.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3164,http://cnuc-backend.mma.gov.br/api/v1/uc/3164,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0850.35.3219,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DO PALMITAL,Lei complementar 276/2008 de 02/12/2008,https://cacapava.splonline.com.br/Arquivo/Documents/legislacao/html_impressao/C2762008.html,Sem informação.,Sem informação.,Decreto 4359/2019 de 07/02/2019,ato legal: Sem informação. | documento do Plano de Manejo: Sem informação.,Decreto 4359/2019 de 07/02/2019,Sem informação.,Sem informação.,Sem informação.,"Rua Cap. Carlos de Moura, 243 , Vila Pantaleão, Caçapava, SP - 12280050",(12) 3652-9217 - (12) 3652-9229 - (12) 9171-9584,ligia.zanco@cacapava.sp.gov.br - meio.ambiente@cacapava.sp.gov.br,SÃO PAULO,CAÇAPAVA (SP),35,3508504,"5.794,76","5.794,76",https://cnuc.mma.gov.br/map/3219,Site: www.meioambientesorocaba.com.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3219,http://cnuc-backend.mma.gov.br/api/v1/uc/3219,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0850.35.3220,REFÚGIO DE VIDA SILVESTRE DA MATA DA REPRESA,Lei complementar 276/2008 de 02/12/2008,https://cacapava.splonline.com.br/Arquivo/Documents/legislacao/html/C2762008.html,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Cap. Carlos de Moura, 243, Vila Pantaleão, Caçapava, SP - 12280050",(12) 3652-9217 - (12) 3652-9229,agenormicaeli@gmail.com - meio.ambiente@cacapava.sp.gov.br,SÃO PAULO,CAÇAPAVA (SP),35,3508504,"867.346,00","867.346,00",https://cnuc.mma.gov.br/map/3220,Site: www.meioambientesorocaba.com.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3220,http://cnuc-backend.mma.gov.br/api/v1/uc/3220,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
5220.35.3249,ESTAÇÃO ECOLÓGICA MUNICIPAL DO PIRAJIBU,Decreto 22023 de 28/10/2015,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Rudolf Daffner, 105, Boa Vista, Sorocaba, SP - 18085005",(15) 3219-2280 - (15) 3238-2366,calvares@sorocaba.sp.gov.br - jreis@sorocaba.sp.gov.br - samorim@sorocaba.sp.gov.br - sema@sorocaba.sp.gov.br,SÃO PAULO,SOROCABA (SP),35,3552205,"45,00","45,00",https://cnuc.mma.gov.br/map/3249,Site: www.meioambientesorocaba.com.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3249,http://cnuc-backend.mma.gov.br/api/v1/uc/3249,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
5220.35.3250,ESTAÇÃO ECOLÓGICA GOVERNADOR MARIO COVAS,Lei ordinária 11234 de 10/12/2015,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Rudolf Daffner, 105, Boa Vista, Sorocaba, SP - 18085005",(15) 3238-2366,jreis@sorocaba.sp.gov.br - samorim@sorocaba.sp.gov.br - sema@sorocaba.sp.gov.br,SÃO PAULO,SOROCABA (SP),35,3552205,"50,70","50,70",https://cnuc.mma.gov.br/map/3250,Site: www.meioambientesorocaba.com.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3250,http://cnuc-backend.mma.gov.br/api/v1/uc/3250,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.3422,RPPN SANTA RITA DE CASSIA,Resolução 78 de 03/11/2015,http://www.ambiente.sp.gov.br/legislacao/resolucoes-sma/resolucao-sma-78-2015/,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Vereador Renato Monteiro, 5, Entupido, Queluz, SP - 12800000",(12) 3147-1550 - (12) 9736-6018,fazendareisfilho@hotmail.com,SÃO PAULO,QUELUZ (SP),35,3541901,"198,23","198,23",https://cnuc.mma.gov.br/map/3422,Site: www.meioambientesorocaba.com.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3422,http://cnuc-backend.mma.gov.br/api/v1/uc/3422,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.3425,RPPN MARINA DO CONDE,Resolução 13 de 15/02/2013,http://www.ambiente.sp.gov.br/legislacao/resolucoes-sma/resolucao-sma-13-2013/,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Fazenda Santa Therezinha, Santa Terezinha, Santa Terezinha, MT - 68645000",(11) 3675-2988,ana.leite@camposdoconde.com.br - lbf.blenner@camposdoconde.com.br,SÃO PAULO,GUARUJÁ (SP),35,3518701,"7,62","7,62",https://cnuc.mma.gov.br/map/3425,Site: www.meioambientesorocaba.com.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3425,http://cnuc-backend.mma.gov.br/api/v1/uc/3425,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.00.3432,REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES,Decreto S/N° de 02/08/2016,http://www.planalto.gov.br/ccivil_03/_Ato2015-2018/2016/Dsn/Dsn14400.htm,Sem informação.,Sem informação.,Portaria 350 de 19/05/2017,ato legal: http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/marinho/unidades-de-conservacao-marinho/8102-revis-do-arquipelago-de-alcatrazes | documento do Plano de Manejo: Sem informação.,Portaria 107 de 02/12/2016,http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/marinho/unidades-de-conservacao-marinho/8102-revis-do-arquipelago-de-alcatrazes,Sem informação.,Sem informação.,"Av. Manoel Hipólito do Rego, 1907, Praia do Arrastão, São Sebastião, SP - 11605136",(12) 3892-4427,ngi.alcatrazes@icmbio.gov.br,SÃO PAULO,SÃO SEBASTIÃO (SP),35,3550704,"67.364,00","67.364,00",https://cnuc.mma.gov.br/map/3432,Site: www.instagram.com.br/icmbioalcatrazes,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3432,http://cnuc-backend.mma.gov.br/api/v1/uc/3432,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
2390.35.3434,AREA DE PROTEÇÃO AMBIENTAL - PEDREGULHO,Lei ordinária 1610 de 13/12/2013,www.itu.sp.gov.br/meioambiente,Sem informação.,Sem informação.,Decreto 2600 de 08/08/2016,ato legal: www.itu.sp.gov.br/meioambiente | documento do Plano de Manejo: Sem informação.,Portaria 346 de 27/06/2014,Sem informação.,Sem informação.,Sem informação.,"Av. Itu 400 anos, 77, Itu Novo Centro , Itu, SP - 13303500",(11) 4025-1412,valeriarusticci@itu.sp.gov.br,SÃO PAULO,ITU (SP),35,3523909,"7.702,00","7.702,00",https://cnuc.mma.gov.br/map/3434,Site: www.itu.sp.gov.br/meioambiente,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3434,http://cnuc-backend.mma.gov.br/api/v1/uc/3434,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
5220.35.3474,ESTAÇÃO ECOLÓGICA BRÁULIO GUEDES DA SILVA,Lei ordinária 11471 de 20/12/2016,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Av. Rudolf Dafferner, 105, Alto da Boa Vista, Sorocaba, SP - 18085005",(15) 3219-2280 - (15) 3219-2299,calvares@sorocaba.sp.gov.br - jreis@sorocaba.sp.gov.br - samorim@sorocaba.sp.gov.br - sema@sorocaba.sp.gov.br,SÃO PAULO,SOROCABA (SP),35,3552205,"8,88","8,88",https://cnuc.mma.gov.br/map/3474,Site: www.itu.sp.gov.br/meioambiente,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3474,http://cnuc-backend.mma.gov.br/api/v1/uc/3474,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
5070.35.3577,ÁREA DE PROTEÇÃO AMBIENTAL BALEIA SAHY,Lei ordinária 2257/2013 de 23/08/2013,http://www.saosebastiao.sp.gov.br/sistemas/oficialdocs/arquivos/09132257.pdf,Ampliação: Lei ordinária 2414/2016 de 05/12/2016,Ampliação: http://www.saosebastiao.sp.gov.br/sistemas/oficialdocs/arquivos/09162414.pdf,Decreto 7829/2020 de 05/06/2020,ato legal: http://www.saosebastiao.sp.gov.br/sistemas/oficialdocs/arquivos/04207829.pdf | documento do Plano de Manejo: Sem informação.,Decreto 7564/2019 de 31/07/2019,http://www.saosebastiao.sp.gov.br/sistemas/oficialdocs/arquivos/04197564.pdf,Sem informação.,Sem informação.,"Avenida Antonio Januario Nascimento, 213, Centro, São Sebastião, SP - 11609503",(12) 3892-6000,licenciamento.semam@saosebastiao.sp.gov.br - renata@icc.eco.br - semamprefeitura@gmail.com,SÃO PAULO,SÃO SEBASTIÃO (SP),35,3550704,"100,34","392,27",https://cnuc.mma.gov.br/map/3577,Site: https://www.icc.eco.br/apa-baleia-sahy/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3577,http://cnuc-backend.mma.gov.br/api/v1/uc/3577,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.3646,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRÁPAGA,Resolução RESOLUÇÃO SMA N° 10 de 30/01/2018,http://www.ambiente.sp.gov.br/legislacao/resolucoes-sma/resolucao-sma-10-2018/,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Fazenda Lageado, Rodovia SP 139, Km 80, Caixa Postal 138, Abaitinga, São Miguel Arcanjo, SP - 18230000",(15) 9841-6041,pietro@institutomanaca.org.br,SÃO PAULO,SÃO MIGUEL ARCANJO (SP),35,3550209,"70,38","70,38",https://cnuc.mma.gov.br/map/3646,Site: www.institutomanaca.org.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3646,http://cnuc-backend.mma.gov.br/api/v1/uc/3646,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.3648,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SOLAR DA MONTANHA,Resolução ROSOLUÇÃO SMA N° 09 de 30/01/2018,http://www.ambiente.sp.gov.br/legislacao/resolucoes-sma/resolucao-sma-09-2018/,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Antonio Cunha Leite, 3209, Portão, Atibaia, SP - 12948110",(11) 4416-9108,accanelhas@hotmail.com,SÃO PAULO,ATIBAIA (SP),35,3504107,"1,19","1,19",https://cnuc.mma.gov.br/map/3648,Site: www.institutomanaca.org.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3648,http://cnuc-backend.mma.gov.br/api/v1/uc/3648,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.3650,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUAINUMBI,Resolução RESOLUÇÃO SMA Nº 79 de 03/11/2015,http://www.ambiente.sp.gov.br/legislacao/resolucoes-sma/resolucao-sma-79-2015/,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Tupis, 376, Jardim São Francisco, Santa Bárbara D'Oeste, SP - 13456032",(11) 2997-5063,contato@reservaguainumbi.com.br,SÃO PAULO,SÃO LUIZ DO PARAITINGA (SP),35,3550001,"38,84","38,84",https://cnuc.mma.gov.br/map/3650,Site: http://www.guainumbi.com.br/site/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3650,http://cnuc-backend.mma.gov.br/api/v1/uc/3650,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.3656,PARQUE ESTADUAL ÁGUAS DA BILLINGS,Decreto 63324 de 29/03/2018,https://www.al.sp.gov.br/repositorio/legislacao/decreto/2018/decreto-63324-29.03.2018.html,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Resolução 108 de 06/09/2018,http://diariooficial.imprensaoficial.com.br/nav_v4/index.asp?c=4,Sem informação.,Sem informação.,"Av. Professor Frederico Hermann Junior, 345, Alto de Pinheiros, São Paulo, SP - 5459010",(11) 2997-5000,danielrs@fflorestal.sp.gov.br - pe.aguasdabillings@fflorestal.sp.gov.br,SÃO PAULO,SÃO BERNARDO DO CAMPO (SP),35,3548708,"187,60","187,60",https://cnuc.mma.gov.br/map/3656,Site: http://fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3656,http://cnuc-backend.mma.gov.br/api/v1/uc/3656,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.3737,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTO DO IFÉ,Resolução RESOLUÇÃO SMA Nº 66 de 05/06/2018,"file:///C:/Users/joaows/Desktop/CNUC/Porto%20do%20if%C3%AA/Resolu%C3%A7%C3%A3o%20SMA%20n%C2%B0%2066,%20de%205-6-2018.pdf",Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Avenida Atlântica, 3308 - Apart. 603, Rio de Janeiro, Rio de Janeiro, RJ - 22070001",(17) 9606-8325,vladimircoimbra1979@gmail.com,SÃO PAULO,COLÔMBIA (SP),35,3512100,"54,08","54,08",https://cnuc.mma.gov.br/map/3737,Site: http://fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3737,http://cnuc-backend.mma.gov.br/api/v1/uc/3737,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.3789,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DOS MURIQUIS,Resolução Resolução SMA-53 de 15/05/2018,http://arquivos.ambiente.sp.gov.br/legislacao/2018/05/resolucao-sma-053-2018-processo-ff-952-2012-reconhecimento-de-rppn-no-municipio-de-sao-jose-dos-campos-republicacao.pdf,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Raposo Tavares, n° 196, Jardim Nova América, São José dos Campos, SP - 12242610",(12) 9970-1786,judith_lucia@hotmail.com,SÃO PAULO,SÃO JOSÉ DOS CAMPOS (SP),35,3549904,"41,33","41,33",https://cnuc.mma.gov.br/map/3789,Site: http://fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3789,http://cnuc-backend.mma.gov.br/api/v1/uc/3789,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
5410.35.3833,PARQUE NATURAL MUNICIPAL VALE DO ITAIM,Decreto 14339/2018 de 20/09/2018,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Itanhaém, 37, Jardim Russi, Taubaté, SP - 12010340",(12) 3624-4195,pmt.meioambiente@taubate.sp.gov.br,SÃO PAULO,TAUBATÉ (SP),35,3554102,"208,00","208,00",https://cnuc.mma.gov.br/map/3833,Site: http://fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3833,http://cnuc-backend.mma.gov.br/api/v1/uc/3833,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
5060.35.3845,PARQUE NATURAL MUNICIPAL DE SÃO ROQUE,Lei ordinária 2499 de 19/03/1999,https://www.legislacaodigital.com.br/SaoRoque-SP/LeisOrdinarias/2499-1999,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua São Paulo, 966, Taboão, São Roque, SP - 18135125",(11) 4712-3431,lalmeida@saoroque.sp.gov.br,SÃO PAULO,SÃO ROQUE (SP),35,3550605,"127,89","127,89",https://cnuc.mma.gov.br/map/3845,Site: http://fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3845,http://cnuc-backend.mma.gov.br/api/v1/uc/3845,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0760.35.3854,ESTAÇÃO ECOLÓGICA MUNICIPAL DO CAETÊ,Decreto 2885/2019 de 04/02/2019,https://dosp.com.br/exibe_do.php?i=NTgwNzU=,Regulamentação: Decreto 2885/2019 de 04/02/2019,Regulamentação: https://dosp.com.br/exibe_do.php?i=NTgwNzU=,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Madre Paulina 301 , Centro-Jardim Público, Bragança Paulista, SP - 12914475",(11) 4034-6780,anacarolrubio@gmail.com - ddu@braganca.sp.gov.br - smma@braganca.sp.gov.br,SÃO PAULO,BRAGANÇA PAULISTA (SP),35,3507605,"64,43","64,43",https://cnuc.mma.gov.br/map/3854,Site: http://fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3854,http://cnuc-backend.mma.gov.br/api/v1/uc/3854,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.3890,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL COPAÍBA,Resolução RESOLUÇÃO SIMA Nº 06 de 31/01/2019,https://smastr16.blob.core.windows.net/legislacao/2019/02/resolucao-sima-006-2019-processo-ff-843-2016-rppn-copaiba-socorro-3.pdf,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rod. Cap. Barduíno, n° 788, Socorro, Socorro, SP - 13960000",(19) 9953-8382,flavia.balderi@copaiba.org.br,SÃO PAULO,SOCORRO (SP),35,3552106,"2,31","2,31",https://cnuc.mma.gov.br/map/3890,Site: www.fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3890,http://cnuc-backend.mma.gov.br/api/v1/uc/3890,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
4340.35.3892,ESTAÇÃO ECOLÓGICA MUNICIPAL GUARANI,Decreto 079 de 16/03/2018,http://www.ribeiraopreto.sp.gov.br/J321/pesquisa.xhtml?leiImpressao=38302,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Cerqueira César 1988, Jardim Sumaré - Sul, Ribeirão Preto, SP - 14025120",(16) 3603-9138,gabinete@meioambiente.pmrp.com.br,SÃO PAULO,RIBEIRÃO PRETO (SP),35,3543402,"43,21","43,21",https://cnuc.mma.gov.br/map/3892,Site: Não desenvolvido,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3892,http://cnuc-backend.mma.gov.br/api/v1/uc/3892,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
1870.35.3977,ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DA SERRA DO GUARARU,Decreto Decreto nº 9.948 de 28/06/2012,https://leismunicipais.com.br/a/sp/g/guaruja/decreto/2012/994/9948/decreto-n-9948-2012-cria-a-area-de-protecao-ambiental-municipal-da-serra-do-guararu-e-da-outras-providencias,Sem informação.,Sem informação.,Decreto 12249 de 28/06/2017,ato legal: https://leismunicipais.com.br/a/sp/g/guaruja/decreto/2017/1224/12249/decreto-n-12249-2017-aprova-o-plano-de-manejo-da-area-de-protecao-ambiental-municipal-da-serra-do-guararu-e-da-outras-providencias | documento do Plano de Manejo: Sem informação.,Decreto 10867 de 07/04/2014,https://leismunicipais.com.br/pdf/Decreto-10867-2014-Guaruja-SP.pdf,Sem informação.,Sem informação.,"Av Santos Dumont 640 2 andar, Santo Antonio, Guarujá, SP - 11440050",(13) 3308-7885,semam.apa@hotmail.com,SÃO PAULO,GUARUJÁ (SP),35,3518701,"2.560,00","2.560,00",https://cnuc.mma.gov.br/map/3977,Site: https://www.guaruja.sp.gov.br/meio-ambiente/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/3977,http://cnuc-backend.mma.gov.br/api/v1/uc/3977,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
